,gun,skin,rarity,quality,price,quantity
1547,FAMAS , Valence,Restricted,Factory New, $ 5.53, 74
1548,FAMAS , Valence,Restricted,Minimal Wear, $ 2.89, 122
1549,FAMAS , Valence,Restricted,Field-Tested, $ 1.61, 306
1550,FAMAS , Valence,Restricted,Well-Worn, $ 2.65, 29
1551,FAMAS , Valence,Restricted,Battle-Scarred, $ 1.44, 114
1552,FAMAS , Valence,Restricted, Factory New, $ 17.9, 24
1553,FAMAS , Valence,Restricted, Minimal Wear, $ 7.37, 35
1554,FAMAS , Valence,Restricted, Field-Tested, $ 3.91, 72
1555,FAMAS , Valence,Restricted, Well-Worn, $ 5.11, 19
1556,FAMAS , Valence,Restricted, Battle-Scarred, $ 3.41, 25
1557,FAMAS , Cyanospatter,Industrial,Factory New, $ 1, 88
1558,FAMAS , Cyanospatter,Industrial,Minimal Wear, $ 0.1, 2296
1559,FAMAS , Cyanospatter,Industrial,Field-Tested, $ 0.07, 6405
1560,FAMAS , Cyanospatter,Industrial,Well-Worn, $ 0.08, 1404
1561,FAMAS , Cyanospatter,Industrial,Battle-Scarred, $ 0.07, 2028
1562,FAMAS , Cyanospatter,Industrial, Minimal Wear, $ 40.77, 3
1563,FAMAS , Cyanospatter,Industrial, Field-Tested, $ 6.81, 13
1564,FAMAS , Cyanospatter,Industrial, Well-Worn, $ 16.99, 7
1565,FAMAS , Cyanospatter,Industrial, Battle-Scarred, $ 37.43, 4
1566,FAMAS , Commemoration,Covert,Factory New, $ 18.98, 70
1567,FAMAS , Commemoration,Covert,Minimal Wear, $ 13.66, 66
1568,FAMAS , Commemoration,Covert,Field-Tested, $ 11.31, 86
1569,FAMAS , Commemoration,Covert,Well-Worn, $ 11.3, 19
1570,FAMAS , Commemoration,Covert,Battle-Scarred, $ 10.74, 20
1571,FAMAS , Commemoration,Covert, Factory New, $ 63.65, 21
1572,FAMAS , Commemoration,Covert, Minimal Wear, $ 41.08, 16
1573,FAMAS , Commemoration,Covert, Field-Tested, $ 31.2, 21
1574,FAMAS , Commemoration,Covert, Well-Worn, $ 28.03, 6
1575,FAMAS , Commemoration,Covert, Battle-Scarred, $ 24.96, 3
1576,FAMAS , Doomkitty,Mil-Spec,Minimal Wear, $ 1.24, 140
1577,FAMAS , Doomkitty,Mil-Spec,Field-Tested, $ 1.15, 66
1578,FAMAS , Doomkitty,Mil-Spec, Minimal Wear, $ 2.24, 193
1579,FAMAS , Doomkitty,Mil-Spec, Field-Tested, $ 1.87, 89
1580,FAMAS , Pulse,Restricted,Factory New, $ 4.46, 187
1581,FAMAS , Pulse,Restricted,Minimal Wear, $ 3.37, 195
1582,FAMAS , Pulse,Restricted,Field-Tested, $ 3.03, 136
1583,FAMAS , Pulse,Restricted,Well-Worn, $ 6.4, 17
1584,FAMAS , Pulse,Restricted, Factory New, $ 10.51, 96
1585,FAMAS , Pulse,Restricted, Minimal Wear, $ 7.86, 79
1586,FAMAS , Pulse,Restricted, Field-Tested, $ 6.18, 83
1587,FAMAS , Pulse,Restricted, Well-Worn, $ 7.97, 14
1588,FAMAS , Hexane,Mil-Spec,Factory New, $ 1.58, 155
1589,FAMAS , Hexane,Mil-Spec,Minimal Wear, $ 1.33, 87
1590,FAMAS , Hexane,Mil-Spec,Field-Tested, $ 1.11, 105
1591,FAMAS , Hexane,Mil-Spec,Well-Worn, $ 1.43, 23
1592,FAMAS , Hexane,Mil-Spec, Factory New, $ 3.88, 85
1593,FAMAS , Hexane,Mil-Spec, Minimal Wear, $ 2.79, 78
1594,FAMAS , Hexane,Mil-Spec, Field-Tested, $ 1.75, 127
1595,FAMAS , Hexane,Mil-Spec, Well-Worn, $ 3.26, 16
1596,FAMAS , Sundown,Mil-Spec,Factory New, $ 6.79, 70
1597,FAMAS , Sundown,Mil-Spec,Minimal Wear, $ 6.18, 27
1598,FAMAS , Sundown,Mil-Spec,Field-Tested, $ 5.44, 59
1599,FAMAS , Sundown,Mil-Spec,Well-Worn, $ 5.57, 7
1600,FAMAS , Sundown,Mil-Spec,Battle-Scarred, $ 4.85, 18
1601,Five-SeveN , Coolant,Consumer,Factory New, $ 0.08, 5160
1602,Five-SeveN , Coolant,Consumer,Minimal Wear, $ 0.05, 3101
1603,Five-SeveN , Coolant,Consumer,Field-Tested, $ 0.04, 12112
1604,Five-SeveN , Coolant,Consumer,Well-Worn, $ 0.05, 1322
1605,Five-SeveN , Coolant,Consumer,Battle-Scarred, $ 0.04, 1195
1606,Five-SeveN , Coolant,Consumer, Factory New, $ 1.21, 168
1607,Five-SeveN , Coolant,Consumer, Minimal Wear, $ 0.84, 91
1608,Five-SeveN , Coolant,Consumer, Field-Tested, $ 0.24, 233
1609,Five-SeveN , Coolant,Consumer, Well-Worn, $ 0.36, 53
1610,Five-SeveN , Coolant,Consumer, Battle-Scarred, $ 0.31, 40
1611,Five-SeveN , Case Hardened,Restricted,Factory New, $ 12.53, 114
1612,Five-SeveN , Case Hardened,Restricted,Minimal Wear, $ 5.92, 185
1613,Five-SeveN , Case Hardened,Restricted,Field-Tested, $ 4.1, 274
1614,Five-SeveN , Case Hardened,Restricted,Well-Worn, $ 3.74, 196
1615,Five-SeveN , Case Hardened,Restricted,Battle-Scarred, $ 3.5, 160
1616,Five-SeveN , Case Hardened,Restricted, Factory New, $ 50.11, 13
1617,Five-SeveN , Case Hardened,Restricted, Minimal Wear, $ 16.34, 26
1618,Five-SeveN , Case Hardened,Restricted, Field-Tested, $ 10.86, 88
1619,Five-SeveN , Case Hardened,Restricted, Well-Worn, $ 9.54, 57
1620,Five-SeveN , Case Hardened,Restricted, Battle-Scarred, $ 9.7, 38
1621,Five-SeveN , Buddy,Restricted,Factory New, $ 1.01, 286
1622,Five-SeveN , Buddy,Restricted,Minimal Wear, $ 0.64, 383
1623,Five-SeveN , Buddy,Restricted,Field-Tested, $ 0.41, 614
1624,Five-SeveN , Buddy,Restricted,Well-Worn, $ 0.39, 167
1625,Five-SeveN , Buddy,Restricted,Battle-Scarred, $ 0.39, 144
1626,Five-SeveN , Buddy,Restricted, Factory New, $ 3.56, 36
1627,Five-SeveN , Buddy,Restricted, Minimal Wear, $ 2.09, 70
1628,Five-SeveN , Buddy,Restricted, Field-Tested, $ 1.09, 73
1629,Five-SeveN , Buddy,Restricted, Well-Worn, $ 1.22, 25
1630,Five-SeveN , Buddy,Restricted, Battle-Scarred, $ 1.07, 29
1631,Five-SeveN , Triumvirate,Restricted,Factory New, $ 1.73, 97
1632,Five-SeveN , Triumvirate,Restricted,Minimal Wear, $ 1.18, 81
1633,Five-SeveN , Triumvirate,Restricted,Field-Tested, $ 0.74, 91
1634,Five-SeveN , Triumvirate,Restricted,Well-Worn, $ 0.76, 43
1635,Five-SeveN , Triumvirate,Restricted,Battle-Scarred, $ 0.73, 64
1636,Five-SeveN , Triumvirate,Restricted, Factory New, $ 6.93, 21
1637,Five-SeveN , Triumvirate,Restricted, Minimal Wear, $ 3.7, 27
1638,Five-SeveN , Triumvirate,Restricted, Field-Tested, $ 2.48, 36
1639,Five-SeveN , Triumvirate,Restricted, Well-Worn, $ 2.5, 13
1640,Five-SeveN , Triumvirate,Restricted, Battle-Scarred, $ 3.5, 10
1641,Five-SeveN , Fowl Play,Classified,Factory New, $ 5.49, 48
1642,Five-SeveN , Fowl Play,Classified,Minimal Wear, $ 2.6, 102
1643,Five-SeveN , Fowl Play,Classified,Field-Tested, $ 1.95, 89
1644,Five-SeveN , Fowl Play,Classified,Well-Worn, $ 2.07, 70
1645,Five-SeveN , Fowl Play,Classified,Battle-Scarred, $ 2, 71
1646,Five-SeveN , Fowl Play,Classified, Factory New, $ 17.26, 12
1647,Five-SeveN , Fowl Play,Classified, Minimal Wear, $ 9.12, 23
1648,Five-SeveN , Fowl Play,Classified, Field-Tested, $ 4.34, 45
1649,Five-SeveN , Fowl Play,Classified, Well-Worn, $ 4.16, 21
1650,Five-SeveN , Fowl Play,Classified, Battle-Scarred, $ 3.99, 21
1651,Five-SeveN , Flame Test,Mil-Spec,Factory New, $ 0.19, 783
1652,Five-SeveN , Flame Test,Mil-Spec,Minimal Wear, $ 0.12, 1585
1653,Five-SeveN , Flame Test,Mil-Spec,Field-Tested, $ 0.1, 4812
1654,Five-SeveN , Flame Test,Mil-Spec,Well-Worn, $ 0.1, 533
1655,Five-SeveN , Flame Test,Mil-Spec,Battle-Scarred, $ 0.1, 1393
1656,Five-SeveN , Flame Test,Mil-Spec, Factory New, $ 0.92, 197
1657,Five-SeveN , Flame Test,Mil-Spec, Minimal Wear, $ 0.5, 198
1658,Five-SeveN , Flame Test,Mil-Spec, Field-Tested, $ 0.26, 966
1659,Five-SeveN , Flame Test,Mil-Spec, Well-Worn, $ 0.4, 169
1660,Five-SeveN , Flame Test,Mil-Spec, Battle-Scarred, $ 0.27, 293
1661,Five-SeveN , Orange Peel,Industrial,Factory New, $ 0.36, 158
1662,Five-SeveN , Orange Peel,Industrial,Minimal Wear, $ 0.11, 1668
1663,Five-SeveN , Orange Peel,Industrial,Field-Tested, $ 0.07, 5766
1664,Five-SeveN , Orange Peel,Industrial,Well-Worn, $ 0.07, 1592
1665,Five-SeveN , Orange Peel,Industrial,Battle-Scarred, $ 0.07, 2645
1666,Five-SeveN , Orange Peel,Industrial, Factory New, $ 18.7, 8
1667,Five-SeveN , Orange Peel,Industrial, Minimal Wear, $ 2.03, 106
1668,Five-SeveN , Orange Peel,Industrial, Field-Tested, $ 0.36, 152
1669,Five-SeveN , Orange Peel,Industrial, Well-Worn, $ 0.69, 54
1670,Five-SeveN , Orange Peel,Industrial, Battle-Scarred, $ 0.43, 80
1671,Five-SeveN , Retrobution,Restricted,Factory New, $ 4.65, 60
1672,Five-SeveN , Retrobution,Restricted,Minimal Wear, $ 3.02, 38
1673,Five-SeveN , Retrobution,Restricted,Field-Tested, $ 1.33, 115
1674,Five-SeveN , Retrobution,Restricted,Well-Worn, $ 0.98, 83
1675,Five-SeveN , Retrobution,Restricted,Battle-Scarred, $ 0.85, 72
1676,Five-SeveN , Retrobution,Restricted, Factory New, $ 14.99, 15
1677,Five-SeveN , Retrobution,Restricted, Minimal Wear, $ 5.91, 28
1678,Five-SeveN , Retrobution,Restricted, Field-Tested, $ 2.96, 38
1679,Five-SeveN , Retrobution,Restricted, Well-Worn, $ 2.19, 39
1680,Five-SeveN , Retrobution,Restricted, Battle-Scarred, $ 2.01, 36
1681,Five-SeveN , Kami,Mil-Spec,Factory New, $ 0.74, 220
1682,Five-SeveN , Kami,Mil-Spec,Minimal Wear, $ 0.47, 205
1683,Five-SeveN , Kami,Mil-Spec,Field-Tested, $ 0.41, 121
1684,Five-SeveN , Kami,Mil-Spec, Factory New, $ 1.73, 267
1685,Five-SeveN , Kami,Mil-Spec, Minimal Wear, $ 0.99, 334
1686,Five-SeveN , Kami,Mil-Spec, Field-Tested, $ 0.93, 189
1687,Five-SeveN , Contractor,Consumer,Factory New, $ 5.12, 19
1688,Five-SeveN , Contractor,Consumer,Minimal Wear, $ 0.41, 78
1689,Five-SeveN , Contractor,Consumer,Field-Tested, $ 0.25, 132
1690,Five-SeveN , Contractor,Consumer,Well-Worn, $ 0.26, 72
1691,Five-SeveN , Contractor,Consumer,Battle-Scarred, $ 0.23, 119
1692,Five-SeveN , Contractor,Consumer, Factory New, $ 4.99, 22
1693,Five-SeveN , Contractor,Consumer, Minimal Wear, $ 0.52, 197
1694,Five-SeveN , Contractor,Consumer, Field-Tested, $ 0.17, 634
1695,Five-SeveN , Contractor,Consumer, Well-Worn, $ 0.27, 171
1696,Five-SeveN , Contractor,Consumer, Battle-Scarred, $ 0.17, 307
1697,Five-SeveN , Hot Shot,Industrial,Factory New, $ 1.4, 84
1698,Five-SeveN , Hot Shot,Industrial,Minimal Wear, $ 0.62, 254
1699,Five-SeveN , Hot Shot,Industrial,Field-Tested, $ 0.41, 106
1700,Five-SeveN , Hot Shot,Industrial,Well-Worn, $ 0.27, 100
1701,Five-SeveN , Hot Shot,Industrial,Battle-Scarred, $ 0.27, 116
1702,Five-SeveN , Hot Shot,Industrial, Factory New, $ 8.08, 38
1703,Five-SeveN , Hot Shot,Industrial, Minimal Wear, $ 1.46, 157
1704,Five-SeveN , Hot Shot,Industrial, Field-Tested, $ 0.39, 222
1705,Five-SeveN , Hot Shot,Industrial, Well-Worn, $ 0.38, 203
1706,Five-SeveN , Hot Shot,Industrial, Battle-Scarred, $ 0.4, 166
1707,Five-SeveN , Forest Night,Consumer,Factory New, $ 0.14, 289
1708,Five-SeveN , Forest Night,Consumer,Minimal Wear, $ 0.04, 6095
1709,Five-SeveN , Forest Night,Consumer,Field-Tested, $ 0.04, 27730
1710,Five-SeveN , Forest Night,Consumer,Well-Worn, $ 0.04, 4895
1711,Five-SeveN , Forest Night,Consumer,Battle-Scarred, $ 0.04, 6825
1712,Five-SeveN , Forest Night,Consumer, Factory New, $ 6.93, 18
1713,Five-SeveN , Forest Night,Consumer, Minimal Wear, $ 0.76, 161
1714,Five-SeveN , Forest Night,Consumer, Field-Tested, $ 0.21, 680
1715,Five-SeveN , Forest Night,Consumer, Well-Worn, $ 0.27, 168
1716,Five-SeveN , Forest Night,Consumer, Battle-Scarred, $ 0.23, 154
1717,Five-SeveN , Jungle,Consumer,Factory New, $ 4.95, 16
1718,Five-SeveN , Jungle,Consumer,Minimal Wear, $ 1.15, 86
1719,Five-SeveN , Jungle,Consumer,Field-Tested, $ 0.42, 188
1720,Five-SeveN , Jungle,Consumer,Well-Worn, $ 0.5, 122
1721,Five-SeveN , Jungle,Consumer,Battle-Scarred, $ 0.42, 85
1722,Five-SeveN , Angry Mob,Covert,Factory New, $ 14.3, 61
1723,Five-SeveN , Angry Mob,Covert,Minimal Wear, $ 7.39, 75
1724,Five-SeveN , Angry Mob,Covert,Field-Tested, $ 4.11, 97
1725,Five-SeveN , Angry Mob,Covert,Well-Worn, $ 6.18, 23
1726,Five-SeveN , Angry Mob,Covert,Battle-Scarred, $ 4.18, 72
1727,Five-SeveN , Angry Mob,Covert, Factory New, $ 55.36, 9
1728,Five-SeveN , Angry Mob,Covert, Minimal Wear, $ 21.85, 18
1729,Five-SeveN , Angry Mob,Covert, Field-Tested, $ 10.73, 33
1730,Five-SeveN , Angry Mob,Covert, Well-Worn, $ 10.35, 18
1731,Five-SeveN , Angry Mob,Covert, Battle-Scarred, $ 12.62, 6
1732,Five-SeveN , Scumbria,Mil-Spec,Factory New, $ 0.28,N/A
1733,Five-SeveN , Scumbria,Mil-Spec,Minimal Wear, $ 0.12,N/A
1734,Five-SeveN , Scumbria,Mil-Spec,Field-Tested, $ 0.09, 1590
1735,Five-SeveN , Scumbria,Mil-Spec,Well-Worn, $ 0.09, 1212
1736,Five-SeveN , Scumbria,Mil-Spec,Battle-Scarred, $ 0.09, 1098
1737,Five-SeveN , Scumbria,Mil-Spec, Factory New, $ 1.38, 63
1738,Five-SeveN , Scumbria,Mil-Spec, Minimal Wear, $ 0.4, 239
1739,Five-SeveN , Scumbria,Mil-Spec, Field-Tested, $ 0.24, 639
1740,Five-SeveN , Scumbria,Mil-Spec, Well-Worn, $ 0.23, 572
1741,Five-SeveN , Scumbria,Mil-Spec, Battle-Scarred, $ 0.23, 348
1742,Five-SeveN , Nightshade,Mil-Spec,Factory New, $ 0.76, 99
1743,Five-SeveN , Nightshade,Mil-Spec,Minimal Wear, $ 0.64, 107
1744,Five-SeveN , Nightshade,Mil-Spec,Field-Tested, $ 0.5, 128
1745,Five-SeveN , Nightshade,Mil-Spec,Well-Worn, $ 0.77, 29
1746,Five-SeveN , Nightshade,Mil-Spec,Battle-Scarred, $ 0.69, 39
1747,Five-SeveN , Nightshade,Mil-Spec, Factory New, $ 2.25, 133
1748,Five-SeveN , Nightshade,Mil-Spec, Minimal Wear, $ 1.77, 120
1749,Five-SeveN , Nightshade,Mil-Spec, Field-Tested, $ 1.81, 152
1750,Five-SeveN , Nightshade,Mil-Spec, Well-Worn, $ 2.21, 32
1751,Five-SeveN , Nightshade,Mil-Spec, Battle-Scarred, $ 1.62, 15
1752,Five-SeveN , Nitro,Mil-Spec,Factory New, $ 8.7, 15
1753,Five-SeveN , Nitro,Mil-Spec,Minimal Wear, $ 4.6, 59
1754,Five-SeveN , Nitro,Mil-Spec,Field-Tested, $ 3.68, 56
1755,Five-SeveN , Nitro,Mil-Spec,Well-Worn, $ 3.49, 17
1756,Five-SeveN , Nitro,Mil-Spec,Battle-Scarred, $ 4.16, 11
1757,Five-SeveN , Neon Kimono,Restricted,Factory New, $ 63.51, 11
1758,Five-SeveN , Neon Kimono,Restricted,Minimal Wear, $ 55.21, 10
1759,Five-SeveN , Neon Kimono,Restricted,Field-Tested, $ 42.69, 4
1760,Five-SeveN , Neon Kimono,Restricted,Well-Worn, $ 40.83, 6
1761,Five-SeveN , Neon Kimono,Restricted,Battle-Scarred, $ 36.05,N/A
1762,Five-SeveN , Copper Galaxy,Restricted,Factory New, $ 2.99, 180
1763,Five-SeveN , Copper Galaxy,Restricted,Minimal Wear, $ 2.56, 120
1764,Five-SeveN , Copper Galaxy,Restricted,Field-Tested, $ 2.6, 12
1765,Five-SeveN , Copper Galaxy,Restricted, Factory New, $ 8.47, 41
1766,Five-SeveN , Copper Galaxy,Restricted, Minimal Wear, $ 5.36, 32
1767,Five-SeveN , Copper Galaxy,Restricted, Field-Tested, $ 4.3, 20
1768,Five-SeveN , Violent Daimyo,Mil-Spec,Factory New, $ 0.57, 311
1769,Five-SeveN , Violent Daimyo,Mil-Spec,Minimal Wear, $ 0.26, 1052
1770,Five-SeveN , Violent Daimyo,Mil-Spec,Field-Tested, $ 0.15, 2403
1771,Five-SeveN , Violent Daimyo,Mil-Spec,Well-Worn, $ 0.26, 434
1772,Five-SeveN , Violent Daimyo,Mil-Spec,Battle-Scarred, $ 0.15, 600
1773,Five-SeveN , Violent Daimyo,Mil-Spec, Factory New, $ 2.95, 63
1774,Five-SeveN , Violent Daimyo,Mil-Spec, Minimal Wear, $ 1.11, 159
1775,Five-SeveN , Violent Daimyo,Mil-Spec, Field-Tested, $ 0.59, 265
1776,Five-SeveN , Violent Daimyo,Mil-Spec, Well-Worn, $ 1.24, 56
1777,Five-SeveN , Violent Daimyo,Mil-Spec, Battle-Scarred, $ 0.51, 275
1778,Five-SeveN , Urban Hazard,Mil-Spec,Factory New, $ 0.62, 469
1779,Five-SeveN , Urban Hazard,Mil-Spec,Minimal Wear, $ 0.42, 320
1780,Five-SeveN , Urban Hazard,Mil-Spec,Field-Tested, $ 0.41, 149
1781,Five-SeveN , Urban Hazard,Mil-Spec, Factory New, $ 2.37, 219
1782,Five-SeveN , Urban Hazard,Mil-Spec, Minimal Wear, $ 1.49, 243
1783,Five-SeveN , Urban Hazard,Mil-Spec, Field-Tested, $ 1.1, 150
1784,Five-SeveN , Capillary,Mil-Spec,Factory New, $ 0.25, 793
1785,Five-SeveN , Capillary,Mil-Spec,Minimal Wear, $ 0.11, 1543
1786,Five-SeveN , Capillary,Mil-Spec,Field-Tested, $ 0.09, 4177
1787,Five-SeveN , Capillary,Mil-Spec,Well-Worn, $ 0.12, 318
1788,Five-SeveN , Capillary,Mil-Spec,Battle-Scarred, $ 0.09, 1045
1789,Five-SeveN , Capillary,Mil-Spec, Factory New, $ 1.2, 232
1790,Five-SeveN , Capillary,Mil-Spec, Minimal Wear, $ 0.54, 228
1791,Five-SeveN , Capillary,Mil-Spec, Field-Tested, $ 0.27, 666
1792,Five-SeveN , Capillary,Mil-Spec, Well-Worn, $ 0.64, 80
1793,Five-SeveN , Capillary,Mil-Spec, Battle-Scarred, $ 0.27, 367
1794,Five-SeveN , Silver Quartz,Mil-Spec,Factory New, $ 0.66, 965
1795,Five-SeveN , Silver Quartz,Mil-Spec,Minimal Wear, $ 0.47, 919
1796,Five-SeveN , Silver Quartz,Mil-Spec,Field-Tested, $ 0.28, 561
1797,Five-SeveN , Silver Quartz,Mil-Spec,Well-Worn, $ 0.24, 124
1798,Five-SeveN , Silver Quartz,Mil-Spec, Factory New, $ 56.58, 2
1799,Five-SeveN , Silver Quartz,Mil-Spec, Minimal Wear, $ 44.73, 8
1800,Five-SeveN , Silver Quartz,Mil-Spec, Field-Tested, $ 19.98, 7
1801,Five-SeveN , Crimson Blossom,Mil-Spec,Factory New, $ 7.47, 89
1802,Five-SeveN , Crimson Blossom,Mil-Spec,Minimal Wear, $ 6.18, 51
1803,Five-SeveN , Crimson Blossom,Mil-Spec,Field-Tested, $ 5.8, 71
1804,Five-SeveN , Crimson Blossom,Mil-Spec,Well-Worn, $ 5.57, 5
1805,Five-SeveN , Crimson Blossom,Mil-Spec,Battle-Scarred, $ 4.99, 6
1806,Five-SeveN , Monkey Business,Classified,Minimal Wear, $ 10.3, 33
1807,Five-SeveN , Monkey Business,Classified,Field-Tested, $ 2.09, 355
1808,Five-SeveN , Monkey Business,Classified,Well-Worn, $ 2, 156
1809,Five-SeveN , Monkey Business,Classified,Battle-Scarred, $ 1.96, 122
1810,Five-SeveN , Monkey Business,Classified, Minimal Wear, $ 30.02, 8
1811,Five-SeveN , Monkey Business,Classified, Field-Tested, $ 6.4, 66
1812,Five-SeveN , Monkey Business,Classified, Well-Worn, $ 5.43, 34
1813,Five-SeveN , Monkey Business,Classified, Battle-Scarred, $ 5.25, 36
1814,Five-SeveN , Hyper Beast,Covert,Factory New, $ 89.6, 3
1815,Five-SeveN , Hyper Beast,Covert,Minimal Wear, $ 37.03, 12
1816,Five-SeveN , Hyper Beast,Covert,Field-Tested, $ 21.17, 17
1817,Five-SeveN , Hyper Beast,Covert,Well-Worn, $ 16.28, 19
1818,Five-SeveN , Hyper Beast,Covert,Battle-Scarred, $ 15.49, 17
1819,Five-SeveN , Hyper Beast,Covert, Factory New, $ 355, 3
1820,Five-SeveN , Hyper Beast,Covert, Minimal Wear, $ 124.97, 5
1821,Five-SeveN , Hyper Beast,Covert, Field-Tested, $ 65.03, 8
1822,Five-SeveN , Hyper Beast,Covert, Well-Worn, $ 51.89, 3
1823,Five-SeveN , Hyper Beast,Covert, Battle-Scarred, $ 28.45, 6
1824,Five-SeveN , Candy Apple,Industrial,Factory New, $ 26.35, 56
1825,Five-SeveN , Candy Apple,Industrial,Minimal Wear, $ 21.7, 46
1826,Five-SeveN , Candy Apple,Industrial,Field-Tested, $ 24, 8
1827,Five-SeveN , Anodized Gunmetal,Consumer,Factory New, $ 2.33, 192
1828,Five-SeveN , Anodized Gunmetal,Consumer,Minimal Wear, $ 3.05, 31
1829,G3SG1 , Black Sand,Mil-Spec,Factory New, $ 0.46, 189
1830,G3SG1 , Black Sand,Mil-Spec,Minimal Wear, $ 0.28, 356
1831,G3SG1 , Black Sand,Mil-Spec,Field-Tested, $ 0.17, 829
1832,G3SG1 , Black Sand,Mil-Spec,Well-Worn, $ 0.18, 111
1833,G3SG1 , Black Sand,Mil-Spec,Battle-Scarred, $ 0.16, 506
1834,G3SG1 , Black Sand,Mil-Spec, Factory New, $ 1.66, 52
1835,G3SG1 , Black Sand,Mil-Spec, Minimal Wear, $ 0.78, 108
1836,G3SG1 , Black Sand,Mil-Spec, Field-Tested, $ 0.43, 115
1837,G3SG1 , Black Sand,Mil-Spec, Well-Worn, $ 0.42, 57
1838,G3SG1 , Black Sand,Mil-Spec, Battle-Scarred, $ 0.4, 89
1839,G3SG1 , Arctic Camo,Industrial,Factory New, $ 57.24, 3
1840,G3SG1 , Arctic Camo,Industrial,Minimal Wear, $ 7.55, 32
1841,G3SG1 , Arctic Camo,Industrial,Field-Tested, $ 1.86, 46
1842,G3SG1 , Arctic Camo,Industrial,Well-Worn, $ 1.42, 42
1843,G3SG1 , Arctic Camo,Industrial,Battle-Scarred, $ 1.49, 44
1844,G3SG1 , Desert Storm,Consumer,Factory New, $ 0.13, 231
1845,G3SG1 , Desert Storm,Consumer,Minimal Wear, $ 0.04, 5582
1846,G3SG1 , Desert Storm,Consumer,Field-Tested, $ 0.04, 30429
1847,G3SG1 , Desert Storm,Consumer,Well-Worn, $ 0.04, 5833
1848,G3SG1 , Desert Storm,Consumer,Battle-Scarred, $ 0.04, 8843
1849,G3SG1 , Desert Storm,Consumer, Factory New, $ 4.94, 19
1850,G3SG1 , Desert Storm,Consumer, Minimal Wear, $ 0.34, 151
1851,G3SG1 , Desert Storm,Consumer, Field-Tested, $ 0.13, 672
1852,G3SG1 , Desert Storm,Consumer, Well-Worn, $ 0.17, 174
1853,G3SG1 , Desert Storm,Consumer, Battle-Scarred, $ 0.18, 222
1854,G3SG1 , Orange Kimono,Consumer,Factory New, $ 0.94, 94
1855,G3SG1 , Orange Kimono,Consumer,Minimal Wear, $ 0.57, 121
1856,G3SG1 , Orange Kimono,Consumer,Field-Tested, $ 0.36, 161
1857,G3SG1 , Orange Kimono,Consumer,Well-Worn, $ 0.36, 36
1858,G3SG1 , Orange Kimono,Consumer,Battle-Scarred, $ 0.29, 85
1859,G3SG1 , Scavenger,Restricted,Factory New, $ 1, 165
1860,G3SG1 , Scavenger,Restricted,Minimal Wear, $ 0.66, 305
1861,G3SG1 , Scavenger,Restricted,Field-Tested, $ 0.41, 869
1862,G3SG1 , Scavenger,Restricted,Well-Worn, $ 0.42, 91
1863,G3SG1 , Scavenger,Restricted,Battle-Scarred, $ 0.4, 232
1864,G3SG1 , Scavenger,Restricted, Factory New, $ 3.48, 45
1865,G3SG1 , Scavenger,Restricted, Minimal Wear, $ 2.3, 85
1866,G3SG1 , Scavenger,Restricted, Field-Tested, $ 1.26, 108
1867,G3SG1 , Scavenger,Restricted, Well-Worn, $ 0.97, 43
1868,G3SG1 , Scavenger,Restricted, Battle-Scarred, $ 0.94, 29
1869,G3SG1 , Demeter,Mil-Spec,Factory New, $ 8.75, 14
1870,G3SG1 , Demeter,Mil-Spec,Minimal Wear, $ 2.35, 35
1871,G3SG1 , Demeter,Mil-Spec,Field-Tested, $ 2.49, 97
1872,G3SG1 , Demeter,Mil-Spec,Well-Worn, $ 2.42, 25
1873,G3SG1 , Demeter,Mil-Spec,Battle-Scarred, $ 2.18, 54
1874,G3SG1 , Demeter,Mil-Spec, Factory New, $ 25.45, 7
1875,G3SG1 , Demeter,Mil-Spec, Minimal Wear, $ 5.19, 30
1876,G3SG1 , Demeter,Mil-Spec, Field-Tested, $ 2.44, 86
1877,G3SG1 , Demeter,Mil-Spec, Well-Worn, $ 2.42, 16
1878,G3SG1 , Demeter,Mil-Spec, Battle-Scarred, $ 2.59, 30
1879,G3SG1 , VariCamo,Industrial,Factory New, $ 0.14, 880
1880,G3SG1 , VariCamo,Industrial,Minimal Wear, $ 0.09, 1842
1881,G3SG1 , VariCamo,Industrial,Field-Tested, $ 0.08, 3859
1882,G3SG1 , VariCamo,Industrial,Well-Worn, $ 0.08, 566
1883,G3SG1 , VariCamo,Industrial,Battle-Scarred, $ 0.08, 827
1884,G3SG1 , VariCamo,Industrial, Factory New, $ 31.2, 4
1885,G3SG1 , VariCamo,Industrial, Minimal Wear, $ 9.91, 9
1886,G3SG1 , VariCamo,Industrial, Field-Tested, $ 9.9, 11
1887,G3SG1 , VariCamo,Industrial, Well-Worn, $ 37.26, 3
1888,G3SG1 , VariCamo,Industrial, Battle-Scarred, $ 18.48, 2
1889,G3SG1 , Polar Camo,Consumer,Factory New, $ 0.19, 451
1890,G3SG1 , Polar Camo,Consumer,Minimal Wear, $ 0.04, 5567
1891,G3SG1 , Polar Camo,Consumer,Field-Tested, $ 0.04, 31480
1892,G3SG1 , Polar Camo,Consumer,Well-Worn, $ 0.04, 5268
1893,G3SG1 , Polar Camo,Consumer,Battle-Scarred, $ 0.04, 8148
1894,G3SG1 , Polar Camo,Consumer, Factory New, $ 11.45, 16
1895,G3SG1 , Polar Camo,Consumer, Minimal Wear, $ 0.96, 128
