,gun,skin,rarity,quality,price,quantity
382,AUG , Amber Slipstream,Mil-Spec,Minimal Wear, $ 0.18, 654
383,AUG , Amber Slipstream,Mil-Spec,Field-Tested, $ 0.11, 1760
384,AUG , Amber Slipstream,Mil-Spec,Well-Worn, $ 0.12, 316
385,AUG , Amber Slipstream,Mil-Spec,Battle-Scarred, $ 0.11, 341
386,AUG , Amber Slipstream,Mil-Spec, Factory New, $ 1.35, 228
387,AUG , Amber Slipstream,Mil-Spec, Minimal Wear, $ 0.78, 257
388,AUG , Amber Slipstream,Mil-Spec, Field-Tested, $ 0.46, 549
389,AUG , Amber Slipstream,Mil-Spec, Well-Worn, $ 0.7, 89
390,AUG , Amber Slipstream,Mil-Spec, Battle-Scarred, $ 0.49, 142
391,AUG , Storm,Consumer,Factory New, $ 0.18, 351
392,AUG , Storm,Consumer,Minimal Wear, $ 0.04, 5217
393,AUG , Storm,Consumer,Field-Tested, $ 0.04, 28062
394,AUG , Storm,Consumer,Well-Worn, $ 0.04, 5506
395,AUG , Storm,Consumer,Battle-Scarred, $ 0.04, 7906
396,AUG , Storm,Consumer, Factory New, $ 99.99, 1
397,AUG , Storm,Consumer, Minimal Wear, $ 9.67, 20
398,AUG , Storm,Consumer, Field-Tested, $ 2.55, 54
399,AUG , Storm,Consumer, Well-Worn, $ 4.45, 15
400,AUG , Storm,Consumer, Battle-Scarred, $ 3.69, 17
401,AUG , Tom Cat,Mil-Spec,Factory New, $ 0.76, 267
402,AUG , Tom Cat,Mil-Spec,Minimal Wear, $ 0.29, 329
403,AUG , Tom Cat,Mil-Spec,Field-Tested, $ 0.16, 1815
404,AUG , Tom Cat,Mil-Spec,Well-Worn, $ 0.25, 156
405,AUG , Tom Cat,Mil-Spec,Battle-Scarred, $ 0.15, 435
406,AUG , Tom Cat,Mil-Spec, Factory New, $ 3.85, 30
407,AUG , Tom Cat,Mil-Spec, Minimal Wear, $ 1.34, 102
408,AUG , Tom Cat,Mil-Spec, Field-Tested, $ 0.72, 265
409,AUG , Tom Cat,Mil-Spec, Well-Worn, $ 1.2, 23
410,AUG , Tom Cat,Mil-Spec, Battle-Scarred, $ 0.62, 80
411,AUG , Chameleon,Covert,Factory New, $ 6.32, 148
412,AUG , Chameleon,Covert,Minimal Wear, $ 4.43, 154
413,AUG , Chameleon,Covert,Field-Tested, $ 3.82, 335
414,AUG , Chameleon,Covert,Well-Worn, $ 5.79, 32
415,AUG , Chameleon,Covert,Battle-Scarred, $ 5.75, 25
416,AUG , Chameleon,Covert, Factory New, $ 28.98, 30
417,AUG , Chameleon,Covert, Minimal Wear, $ 18.08, 37
418,AUG , Chameleon,Covert, Field-Tested, $ 11.51, 43
419,AUG , Chameleon,Covert, Well-Worn, $ 8.76, 21
420,AUG , Chameleon,Covert, Battle-Scarred, $ 9.86, 15
421,AUG , Contractor,Consumer,Factory New, $ 0.12, 316
422,AUG , Contractor,Consumer,Minimal Wear, $ 0.04, 7034
423,AUG , Contractor,Consumer,Field-Tested, $ 0.04, 33510
424,AUG , Contractor,Consumer,Well-Worn, $ 0.04, 6099
425,AUG , Contractor,Consumer,Battle-Scarred, $ 0.04, 9224
426,AUG , Contractor,Consumer, Factory New, $ 1800, 1
427,AUG , Contractor,Consumer, Minimal Wear, $ 5.93, 23
428,AUG , Contractor,Consumer, Field-Tested, $ 3.79, 59
429,AUG , Contractor,Consumer, Well-Worn, $ 4.17, 20
430,AUG , Contractor,Consumer, Battle-Scarred, $ 4.3, 25
431,AUG , Torque,Restricted,Factory New, $ 2.5, 216
432,AUG , Torque,Restricted,Minimal Wear, $ 1.56, 237
433,AUG , Torque,Restricted,Field-Tested, $ 1.24, 109
434,AUG , Torque,Restricted,Well-Worn, $ 1.31, 72
435,AUG , Torque,Restricted,Battle-Scarred, $ 1.61, 27
436,AUG , Torque,Restricted, Factory New, $ 8.41, 107
437,AUG , Torque,Restricted, Minimal Wear, $ 4.99, 93
438,AUG , Torque,Restricted, Field-Tested, $ 3.5, 113
439,AUG , Torque,Restricted, Well-Worn, $ 3.54, 24
440,AUG , Torque,Restricted, Battle-Scarred, $ 3.42, 18
441,AUG , Momentum,Classified,Factory New, $ 23.17, 22
442,AUG , Momentum,Classified,Minimal Wear, $ 7.04, 113
443,AUG , Momentum,Classified,Field-Tested, $ 2.47, 148
444,AUG , Momentum,Classified,Well-Worn, $ 1.99, 184
445,AUG , Momentum,Classified,Battle-Scarred, $ 1.92, 148
446,AUG , Momentum,Classified, Factory New, $ 124.77, 7
447,AUG , Momentum,Classified, Minimal Wear, $ 23.34, 33
448,AUG , Momentum,Classified, Field-Tested, $ 7.48, 58
449,AUG , Momentum,Classified, Well-Worn, $ 5.29, 29
450,AUG , Momentum,Classified, Battle-Scarred, $ 4.33, 36
451,AUG , Flame Jörmungandr,Restricted,Factory New, $ 54.21, 57
452,AUG , Flame Jörmungandr,Restricted,Minimal Wear, $ 48.6, 17
453,AUG , Flame Jörmungandr,Restricted,Field-Tested, $ 46.17, 24
454,AUG , Flame Jörmungandr,Restricted,Well-Worn, $ 44.4, 7
455,AUG , Flame Jörmungandr,Restricted,Battle-Scarred, $ 43.1, 11
456,AUG , Akihabara Accept,Covert,Factory New, $ 524.99,N/A
457,AUG , Akihabara Accept,Covert,Minimal Wear, $ 1068.25, 3
458,AUG , Akihabara Accept,Covert,Field-Tested, $ 407.86, 3
459,AUG , Akihabara Accept,Covert,Well-Worn, $ 240, 7
460,AUG , Akihabara Accept,Covert,Battle-Scarred, $ 161.64, 6
461,AUG , Radiation Hazard,Industrial,Factory New, $ 1.19, 280
462,AUG , Radiation Hazard,Industrial,Minimal Wear, $ 0.66, 284
463,AUG , Radiation Hazard,Industrial,Field-Tested, $ 0.43, 126
464,AUG , Radiation Hazard,Industrial,Well-Worn, $ 0.7, 203
465,AUG , Radiation Hazard,Industrial,Battle-Scarred, $ 0.38, 134
466,AUG , Radiation Hazard,Industrial, Factory New, $ 6.79, 130
467,AUG , Radiation Hazard,Industrial, Minimal Wear, $ 3.73, 146
468,AUG , Radiation Hazard,Industrial, Field-Tested, $ 1.47, 212
469,AUG , Radiation Hazard,Industrial, Well-Worn, $ 3, 31
470,AUG , Radiation Hazard,Industrial, Battle-Scarred, $ 1.57, 55
471,AUG , Random Access,Restricted,Factory New, $ 2.9, 74
472,AUG , Random Access,Restricted,Minimal Wear, $ 1.49, 43
473,AUG , Random Access,Restricted,Field-Tested, $ 0.92, 92
474,AUG , Random Access,Restricted,Well-Worn, $ 0.93, 23
475,AUG , Random Access,Restricted,Battle-Scarred, $ 0.88, 27
476,AUG , Random Access,Restricted, Factory New, $ 65.14, 3
477,AUG , Random Access,Restricted, Minimal Wear, $ 21.19, 14
478,AUG , Random Access,Restricted, Field-Tested, $ 7.55, 15
479,AUG , Random Access,Restricted, Well-Worn, $ 12.71, 3
480,AUG , Random Access,Restricted, Battle-Scarred, $ 9.43, 2
481,AUG , Midnight Lily,Restricted,Factory New, $ 38.52, 64
482,AUG , Midnight Lily,Restricted,Minimal Wear, $ 32, 25
483,AUG , Midnight Lily,Restricted,Field-Tested, $ 21.91, 18
484,AUG , Midnight Lily,Restricted,Well-Worn, $ 20.61, 7
485,AUG , Midnight Lily,Restricted,Battle-Scarred, $ 22.22, 16
486,AUG , Hot Rod,Mil-Spec,Factory New, $ 170.98, 16
487,AUG , Hot Rod,Mil-Spec,Minimal Wear, $ 119.83,N/A
488,AUG , Daedalus,Consumer,Factory New, $ 0.61, 113
489,AUG , Daedalus,Consumer,Minimal Wear, $ 0.57, 115
490,AUG , Daedalus,Consumer,Field-Tested, $ 0.51, 162
491,AUG , Daedalus,Consumer,Well-Worn, $ 0.49, 115
492,AUG , Daedalus,Consumer,Battle-Scarred, $ 0.49, 85
493,AUG , Condemned,Industrial,Factory New, $ 0.57, 321
494,AUG , Condemned,Industrial,Minimal Wear, $ 0.1, 2415
495,AUG , Condemned,Industrial,Field-Tested, $ 0.08, 6054
496,AUG , Condemned,Industrial,Well-Worn, $ 0.08, 1528
497,AUG , Condemned,Industrial,Battle-Scarred, $ 0.08, 1812
498,AUG , Condemned,Industrial, Minimal Wear, $ 161.64, 3
499,AUG , Condemned,Industrial, Field-Tested, $ 10.69, 14
500,AUG , Condemned,Industrial, Well-Worn, $ 19.35, 5
501,AUG , Condemned,Industrial, Battle-Scarred, $ 23.96, 4
502,AUG , Aristocrat,Restricted,Factory New, $ 1.9, 174
503,AUG , Aristocrat,Restricted,Minimal Wear, $ 1.04, 343
504,AUG , Aristocrat,Restricted,Field-Tested, $ 0.64, 610
505,AUG , Aristocrat,Restricted,Well-Worn, $ 0.96, 215
506,AUG , Aristocrat,Restricted,Battle-Scarred, $ 0.64, 243
507,AUG , Aristocrat,Restricted, Factory New, $ 7.16, 59
508,AUG , Aristocrat,Restricted, Minimal Wear, $ 3.75, 82
509,AUG , Aristocrat,Restricted, Field-Tested, $ 2.03, 160
510,AUG , Aristocrat,Restricted, Well-Worn, $ 3.01, 16
511,AUG , Aristocrat,Restricted, Battle-Scarred, $ 2.11, 57
512,AUG , Triqua,Mil-Spec,Factory New, $ 0.73, 452
513,AUG , Triqua,Mil-Spec,Minimal Wear, $ 0.17, 3301
514,AUG , Triqua,Mil-Spec,Field-Tested, $ 0.1, 3553
515,AUG , Triqua,Mil-Spec,Well-Worn, $ 0.09, 2703
516,AUG , Triqua,Mil-Spec,Battle-Scarred, $ 0.09, 2201
517,AUG , Triqua,Mil-Spec, Factory New, $ 3.22, 106
518,AUG , Triqua,Mil-Spec, Minimal Wear, $ 0.95, 539
519,AUG , Triqua,Mil-Spec, Field-Tested, $ 0.48, 810
520,AUG , Triqua,Mil-Spec, Well-Worn, $ 0.41, 588
521,AUG , Triqua,Mil-Spec, Battle-Scarred, $ 0.4, 686
522,AUG , Arctic Wolf,Restricted,Factory New, $ 3.73, 163
523,AUG , Arctic Wolf,Restricted,Minimal Wear, $ 2.1, 266
524,AUG , Arctic Wolf,Restricted,Field-Tested, $ 1.11, 1015
525,AUG , Arctic Wolf,Restricted,Well-Worn, $ 1.45, 79
526,AUG , Arctic Wolf,Restricted,Battle-Scarred, $ 0.54, 213
527,AUG , Arctic Wolf,Restricted, Factory New, $ 18.97, 29
528,AUG , Arctic Wolf,Restricted, Minimal Wear, $ 8.11, 92
529,AUG , Arctic Wolf,Restricted, Field-Tested, $ 3.65, 85
530,AUG , Arctic Wolf,Restricted, Well-Worn, $ 4.69, 14
531,AUG , Arctic Wolf,Restricted, Battle-Scarred, $ 2.49, 16
532,AUG , Copperhead,Mil-Spec,Minimal Wear, $ 48.56, 8
533,AUG , Copperhead,Mil-Spec,Field-Tested, $ 32.45, 24
534,AUG , Anodized Navy,Mil-Spec,Factory New, $ 11.39, 81
535,AUG , Anodized Navy,Mil-Spec,Minimal Wear, $ 13.41, 12
536,AWP , Electric Hive,Classified,Factory New, $ 24.32, 177
537,AWP , Electric Hive,Classified,Minimal Wear, $ 17.51, 149
538,AWP , Electric Hive,Classified,Field-Tested, $ 15.19, 157
539,AWP , Electric Hive,Classified,Well-Worn, $ 17.51, 15
540,AWP , Electric Hive,Classified, Factory New, $ 68.24, 21
541,AWP , Electric Hive,Classified, Minimal Wear, $ 52.76, 26
542,AWP , Electric Hive,Classified, Field-Tested, $ 32.35, 29
543,AWP , Electric Hive,Classified, Well-Worn, $ 67.91, 4
544,AWP , Acheron,Mil-Spec,Factory New, $ 6.09, 115
545,AWP , Acheron,Mil-Spec,Minimal Wear, $ 3.58, 239
546,AWP , Acheron,Mil-Spec,Field-Tested, $ 1.84, 584
547,AWP , Acheron,Mil-Spec,Well-Worn, $ 3.47, 32
548,AWP , Acheron,Mil-Spec,Battle-Scarred, $ 1.68, 374
549,AWP , Acheron,Mil-Spec, Factory New, $ 182.96, 2
550,AWP , Acheron,Mil-Spec, Minimal Wear, $ 48.68, 19
551,AWP , Acheron,Mil-Spec, Field-Tested, $ 21.7, 34
552,AWP , Acheron,Mil-Spec, Well-Worn, $ 31.45, 9
553,AWP , Acheron,Mil-Spec, Battle-Scarred, $ 24.34, 12
554,AWP , Phobos,Restricted,Factory New, $ 2.37, 996
555,AWP , Phobos,Restricted,Minimal Wear, $ 1.77, 1713
556,AWP , Phobos,Restricted,Field-Tested, $ 1.7, 1220
557,AWP , Phobos,Restricted,Well-Worn, $ 3.79, 75
558,AWP , Phobos,Restricted, Factory New, $ 9.59, 184
559,AWP , Phobos,Restricted, Minimal Wear, $ 6.5, 177
560,AWP , Phobos,Restricted, Field-Tested, $ 6.24, 168
561,AWP , Phobos,Restricted, Well-Worn, $ 10.59, 17
562,AWP , Mortis,Classified,Factory New, $ 7.77, 222
563,AWP , Mortis,Classified,Minimal Wear, $ 5.24, 375
564,AWP , Mortis,Classified,Field-Tested, $ 3.99, 910
565,AWP , Mortis,Classified,Well-Worn, $ 5.44, 75
566,AWP , Mortis,Classified,Battle-Scarred, $ 4.19, 153
567,AWP , Mortis,Classified, Factory New, $ 28.98, 50
568,AWP , Mortis,Classified, Minimal Wear, $ 15.47, 84
569,AWP , Mortis,Classified, Field-Tested, $ 11.4, 109
570,AWP , Mortis,Classified, Well-Worn, $ 15.02, 14
571,AWP , Mortis,Classified, Battle-Scarred, $ 12.85, 19
572,AWP , Safari Mesh,Industrial,Factory New, $ 2.27, 197
573,AWP , Safari Mesh,Industrial,Minimal Wear, $ 0.36, 4207
574,AWP , Safari Mesh,Industrial,Field-Tested, $ 0.13,N/A
575,AWP , Safari Mesh,Industrial,Well-Worn, $ 0.2, 2677
576,AWP , Safari Mesh,Industrial,Battle-Scarred, $ 0.34, 6609
577,AWP , Safari Mesh,Industrial, Minimal Wear, $ 123.92, 3
578,AWP , Safari Mesh,Industrial, Field-Tested, $ 47.15, 10
579,AWP , Safari Mesh,Industrial, Well-Worn, $ 107.77, 3
580,AWP , Safari Mesh,Industrial, Battle-Scarred, $ 90.04, 3
581,AWP , BOOM,Classified,Factory New, $ 169.42, 7
582,AWP , BOOM,Classified,Minimal Wear, $ 37.43, 151
583,AWP , BOOM,Classified,Field-Tested, $ 30.95, 79
584,AWP , BOOM,Classified, Factory New, $ 345, 4
585,AWP , BOOM,Classified, Minimal Wear, $ 86.84, 16
586,AWP , BOOM,Classified, Field-Tested, $ 80.93, 8
587,AWP , Gungnir,Covert,Factory New, $ 1564.53,N/A
588,AWP , Gungnir,Covert,Minimal Wear, $ 1778.88,N/A
589,AWP , Gungnir,Covert,Field-Tested, $ 1709.07,N/A
590,AWP , Gungnir,Covert,Well-Worn, $ 1800,N/A
591,AWP , Gungnir,Covert,Battle-Scarred, $ 1635.3, 1
592,AWP , Hyper Beast,Covert,Factory New, $ 75.98, 29
593,AWP , Hyper Beast,Covert,Minimal Wear, $ 44.47, 65
594,AWP , Hyper Beast,Covert,Field-Tested, $ 29.46, 98
595,AWP , Hyper Beast,Covert,Well-Worn, $ 24.09, 67
596,AWP , Hyper Beast,Covert,Battle-Scarred, $ 20.78, 116
597,AWP , Hyper Beast,Covert, Factory New, $ 236.84, 6
598,AWP , Hyper Beast,Covert, Minimal Wear, $ 118.3, 10
599,AWP , Hyper Beast,Covert, Field-Tested, $ 71.14, 15
600,AWP , Hyper Beast,Covert, Well-Worn, $ 52.6, 17
601,AWP , Hyper Beast,Covert, Battle-Scarred, $ 47.43, 15
602,AWP , Redline,Classified,Minimal Wear, $ 32.52, 287
603,AWP , Redline,Classified,Field-Tested, $ 19.71, 347
604,AWP , Redline,Classified,Well-Worn, $ 25.42, 24
605,AWP , Redline,Classified, Minimal Wear, $ 94.57, 36
606,AWP , Redline,Classified, Field-Tested, $ 50, 66
607,AWP , Redline,Classified, Well-Worn, $ 55.11, 9
608,AWP , Graphite,Classified,Factory New, $ 78.49, 194
609,AWP , Graphite,Classified,Minimal Wear, $ 76.66, 19
610,AWP , Graphite,Classified, Factory New, $ 225, 17
611,AWP , Graphite,Classified, Minimal Wear, $ 220, 2
612,AWP , Elite Build,Classified,Factory New, $ 15.58, 56
613,AWP , Elite Build,Classified,Minimal Wear, $ 8.46, 177
614,AWP , Elite Build,Classified,Field-Tested, $ 4.21, 256
615,AWP , Elite Build,Classified,Well-Worn, $ 3.86, 143
616,AWP , Elite Build,Classified,Battle-Scarred, $ 4.03, 160
617,AWP , Elite Build,Classified, Factory New, $ 62.7, 15
618,AWP , Elite Build,Classified, Minimal Wear, $ 30.98, 33
619,AWP , Elite Build,Classified, Field-Tested, $ 16.61, 36
620,AWP , Elite Build,Classified, Well-Worn, $ 13.11, 25
621,AWP , Elite Build,Classified, Battle-Scarred, $ 14.14, 20
622,AWP , Dragon Lore,Covert,Factory New, $ 1223.83,N/A
623,AWP , Dragon Lore,Covert,Minimal Wear, $ 1800,N/A
624,AWP , Dragon Lore,Covert,Field-Tested, $ 1715.51,N/A
625,AWP , Dragon Lore,Covert,Well-Worn, $ 1199.91,N/A
626,AWP , Dragon Lore,Covert,Battle-Scarred, $ 1610.08, 2
627,AWP , Pink DDPAT,Restricted,Factory New, $ 70.22, 10
628,AWP , Pink DDPAT,Restricted,Minimal Wear, $ 24.52, 47
629,AWP , Pink DDPAT,Restricted,Field-Tested, $ 15.41, 55
630,AWP , Pink DDPAT,Restricted,Well-Worn, $ 15.21, 9
631,AWP , Pink DDPAT,Restricted,Battle-Scarred, $ 14.95, 34
632,AWP , Pink DDPAT,Restricted, Factory New, $ 881.9, 1
633,AWP , Pink DDPAT,Restricted, Minimal Wear, $ 73.38, 14
634,AWP , Pink DDPAT,Restricted, Field-Tested, $ 26.81, 56
635,AWP , Pink DDPAT,Restricted, Well-Worn, $ 30.94, 13
636,AWP , Pink DDPAT,Restricted, Battle-Scarred, $ 31.48, 18
637,AWP , Man-o'-war,Covert,Minimal Wear, $ 17.08, 178
638,AWP , Man-o'-war,Covert,Field-Tested, $ 16.28, 46
639,AWP , Man-o'-war,Covert, Minimal Wear, $ 51.54, 36
640,AWP , Man-o'-war,Covert, Field-Tested, $ 45.97, 12
641,AWP , Fever Dream,Classified,Factory New, $ 9.05, 319
642,AWP , Fever Dream,Classified,Minimal Wear, $ 6.85, 469
643,AWP , Fever Dream,Classified,Field-Tested, $ 5.54, 501
644,AWP , Fever Dream,Classified,Well-Worn, $ 7.7, 86
645,AWP , Fever Dream,Classified,Battle-Scarred, $ 5.31, 118
646,AWP , Fever Dream,Classified, Factory New, $ 30.49, 61
647,AWP , Fever Dream,Classified, Minimal Wear, $ 20.99, 72
648,AWP , Fever Dream,Classified, Field-Tested, $ 15.56, 69
649,AWP , Fever Dream,Classified, Well-Worn, $ 18.7, 11
650,AWP , Fever Dream,Classified, Battle-Scarred, $ 15.25, 14
651,AWP , Containment Breach,Covert,Factory New, $ 156.24, 25
652,AWP , Containment Breach,Covert,Minimal Wear, $ 74.22, 34
653,AWP , Containment Breach,Covert,Field-Tested, $ 43.1, 59
654,AWP , Containment Breach,Covert,Well-Worn, $ 33.66, 40
655,AWP , Containment Breach,Covert,Battle-Scarred, $ 27.88, 31
656,AWP , Containment Breach,Covert, Factory New, $ 578.86, 10
657,AWP , Containment Breach,Covert, Minimal Wear, $ 223, 7
658,AWP , Containment Breach,Covert, Field-Tested, $ 122.08, 12
659,AWP , Containment Breach,Covert, Well-Worn, $ 81.39, 5
660,AWP , Containment Breach,Covert, Battle-Scarred, $ 56.13, 7
661,AWP , Snake Camo,Mil-Spec,Factory New, $ 94.49, 3
662,AWP , Snake Camo,Mil-Spec,Minimal Wear, $ 37.35, 28
663,AWP , Snake Camo,Mil-Spec,Field-Tested, $ 32.56, 32
664,AWP , Snake Camo,Mil-Spec,Well-Worn, $ 30.94, 16
665,AWP , Snake Camo,Mil-Spec,Battle-Scarred, $ 36.03, 27
666,AWP , Atheris,Restricted,Factory New, $ 12.45, 162
667,AWP , Atheris,Restricted,Minimal Wear, $ 6.36, 557
668,AWP , Atheris,Restricted,Field-Tested, $ 3.74, 1703
669,AWP , Atheris,Restricted,Well-Worn, $ 3.03, 1096
670,AWP , Atheris,Restricted,Battle-Scarred, $ 2.73, 874
671,AWP , Atheris,Restricted, Factory New, $ 40.28, 40
672,AWP , Atheris,Restricted, Minimal Wear, $ 19.55, 103
673,AWP , Atheris,Restricted, Field-Tested, $ 10.9, 98
674,AWP , Atheris,Restricted, Well-Worn, $ 9.29, 105
675,AWP , Atheris,Restricted, Battle-Scarred, $ 7.73, 124
676,AWP , Pit Viper,Restricted,Minimal Wear, $ 1.2, 2625
677,AWP , Pit Viper,Restricted,Field-Tested, $ 0.92, 4207
678,AWP , Pit Viper,Restricted,Well-Worn, $ 1.28, 400
679,AWP , Pit Viper,Restricted,Battle-Scarred, $ 1.4, 329
680,AWP , Pit Viper,Restricted, Minimal Wear, $ 1451.07, 1
681,AWP , Pit Viper,Restricted, Field-Tested, $ 93.34, 3
682,AWP , Wildfire,Covert,Factory New, $ 110, 31
683,AWP , Wildfire,Covert,Minimal Wear, $ 81.03, 70
684,AWP , Wildfire,Covert,Field-Tested, $ 53.73, 102
685,AWP , Wildfire,Covert,Well-Worn, $ 54.22, 17
686,AWP , Wildfire,Covert,Battle-Scarred, $ 31.23, 53
687,AWP , Wildfire,Covert, Factory New, $ 307.02, 13
688,AWP , Wildfire,Covert, Minimal Wear, $ 181.02, 14
689,AWP , Wildfire,Covert, Field-Tested, $ 124.86, 11
690,AWP , Wildfire,Covert, Well-Worn, $ 125, 3
691,AWP , Wildfire,Covert, Battle-Scarred, $ 65, 8
692,AWP , PAW,Restricted,Factory New, $ 4.65, 267
693,AWP , PAW,Restricted,Minimal Wear, $ 2.88, 644
694,AWP , PAW,Restricted,Field-Tested, $ 2.01, 1006
695,AWP , PAW,Restricted,Well-Worn, $ 2.55, 170
696,AWP , PAW,Restricted,Battle-Scarred, $ 2.1, 183
697,AWP , PAW,Restricted, Factory New, $ 16.99, 87
698,AWP , PAW,Restricted, Minimal Wear, $ 10.31, 55
699,AWP , PAW,Restricted, Field-Tested, $ 6.49, 121
700,AWP , PAW,Restricted, Well-Worn, $ 9.12, 17
701,AWP , PAW,Restricted, Battle-Scarred, $ 8.45, 22
702,AWP , Sun in Leo,Industrial,Factory New, $ 6.58, 302
703,AWP , Sun in Leo,Industrial,Minimal Wear, $ 4.77, 296
704,AWP , Sun in Leo,Industrial,Field-Tested, $ 2.93, 460
705,AWP , Sun in Leo,Industrial,Well-Worn, $ 3.92, 52
706,AWP , Sun in Leo,Industrial,Battle-Scarred, $ 3.74, 45
707,AWP , Oni Taiji,Covert,Factory New, $ 157.37, 14
708,AWP , Oni Taiji,Covert,Minimal Wear, $ 117.23, 13
709,AWP , Oni Taiji,Covert,Field-Tested, $ 80.15, 16
710,AWP , Oni Taiji,Covert,Well-Worn, $ 63.45, 6
711,AWP , Oni Taiji,Covert,Battle-Scarred, $ 56.97, 4
712,AWP , Oni Taiji,Covert, Factory New, $ 483.57, 2
713,AWP , Oni Taiji,Covert, Minimal Wear, $ 324.5, 4
714,AWP , Oni Taiji,Covert, Field-Tested, $ 148.75, 5
715,AWP , Oni Taiji,Covert, Well-Worn, $ 118.57, 1
716,AWP , Oni Taiji,Covert, Battle-Scarred, $ 118, 7
717,AWP , Worm God,Restricted,Factory New, $ 2.44, 1186
718,AWP , Worm God,Restricted,Minimal Wear, $ 1.79, 2404
719,AWP , Worm God,Restricted,Field-Tested, $ 1.64, 2625
720,AWP , Worm God,Restricted,Well-Worn, $ 2.14, 357
721,AWP , Worm God,Restricted, Factory New, $ 7.99, 189
722,AWP , Worm God,Restricted, Minimal Wear, $ 5.57, 216
723,AWP , Worm God,Restricted, Field-Tested, $ 5.23, 311
724,AWP , Worm God,Restricted, Well-Worn, $ 6.86, 61
725,AWP , Neo-Noir,Covert,Factory New, $ 53.03, 138
726,AWP , Neo-Noir,Covert,Minimal Wear, $ 41.01, 99
727,AWP , Neo-Noir,Covert,Field-Tested, $ 34.74, 114
728,AWP , Neo-Noir,Covert,Well-Worn, $ 34.36, 29
729,AWP , Neo-Noir,Covert,Battle-Scarred, $ 29.6, 18
730,AWP , Neo-Noir,Covert, Factory New, $ 132.41, 27
731,AWP , Neo-Noir,Covert, Minimal Wear, $ 104.68, 17
732,AWP , Neo-Noir,Covert, Field-Tested, $ 74.81, 18
733,AWP , Neo-Noir,Covert, Well-Worn, $ 66.77, 5
734,AWP , Neo-Noir,Covert, Battle-Scarred, $ 65.05, 6
735,AWP , Corticera,Classified,Factory New, $ 18.86, 52
736,AWP , Corticera,Classified,Minimal Wear, $ 7.32, 192
737,AWP , Corticera,Classified,Field-Tested, $ 6.97, 135
738,AWP , Corticera,Classified, Factory New, $ 60.68, 9
739,AWP , Corticera,Classified, Minimal Wear, $ 24.95, 46
740,AWP , Corticera,Classified, Field-Tested, $ 19.93, 27
741,AWP , Lightning Strike,Covert,Factory New, $ 175.12, 65
742,AWP , Lightning Strike,Covert,Minimal Wear, $ 185.9, 6
743,AWP , Lightning Strike,Covert, Factory New, $ 471.47, 12
744,AWP , Lightning Strike,Covert, Minimal Wear, $ 475, 1
745,AWP , Medusa,Covert,Factory New, $ 1333.61,N/A
746,AWP , Medusa,Covert,Minimal Wear, $ 1517.61,N/A
747,AWP , Medusa,Covert,Field-Tested, $ 1380, 1
748,AWP , Medusa,Covert,Well-Worn, $ 1150, 2
749,AWP , Medusa,Covert,Battle-Scarred, $ 1185.7, 3
750,AWP , The Prince,Covert,Factory New, $ 1799.75,N/A
751,AWP , The Prince,Covert,Minimal Wear, $ 1709.39, 1
752,AWP , The Prince,Covert,Field-Tested, $ 1406.6, 7
753,AWP , The Prince,Covert,Well-Worn, $ 1727, 1
754,AWP , The Prince,Covert,Battle-Scarred, $ 1120.81, 1
755,AWP , Asiimov,Covert,Field-Tested, $ 73.64, 173
756,AWP , Asiimov,Covert,Well-Worn, $ 56.16, 80
757,AWP , Asiimov,Covert,Battle-Scarred, $ 46.16, 243
758,AWP , Asiimov,Covert, Field-Tested, $ 191.3, 22
759,AWP , Asiimov,Covert, Well-Worn, $ 134.86, 10
760,AWP , Asiimov,Covert, Battle-Scarred, $ 103.1, 41
761,AWP , Capillary,Mil-Spec,Factory New, $ 6.5, 71
762,AWP , Capillary,Mil-Spec,Minimal Wear, $ 1.8, 729
763,AWP , Capillary,Mil-Spec,Field-Tested, $ 1.17, 2136
764,AWP , Capillary,Mil-Spec,Well-Worn, $ 1.68, 158
765,AWP , Capillary,Mil-Spec,Battle-Scarred, $ 1.03, 423
766,AWP , Capillary,Mil-Spec, Factory New, $ 24.32, 23
767,AWP , Capillary,Mil-Spec, Minimal Wear, $ 6.64, 122
768,AWP , Capillary,Mil-Spec, Field-Tested, $ 4.34, 176
769,AWP , Capillary,Mil-Spec, Well-Worn, $ 5.26, 34
770,AWP , Capillary,Mil-Spec, Battle-Scarred, $ 3.74, 65
771,CZ75-Auto , Distressed,Mil-Spec,Factory New, $ 0.58, 100
772,CZ75-Auto , Distressed,Mil-Spec,Minimal Wear, $ 0.27, 515
773,CZ75-Auto , Distressed,Mil-Spec,Field-Tested, $ 0.15, 1120
774,CZ75-Auto , Distressed,Mil-Spec,Well-Worn, $ 0.14, 1027
775,CZ75-Auto , Distressed,Mil-Spec,Battle-Scarred, $ 0.13, 656
776,CZ75-Auto , Distressed,Mil-Spec, Factory New, $ 2.04, 37
777,CZ75-Auto , Distressed,Mil-Spec, Minimal Wear, $ 0.95, 64
778,CZ75-Auto , Distressed,Mil-Spec, Field-Tested, $ 0.4, 81
779,CZ75-Auto , Distressed,Mil-Spec, Well-Worn, $ 0.27, 165
780,CZ75-Auto , Distressed,Mil-Spec, Battle-Scarred, $ 0.27, 107
781,CZ75-Auto , Emerald Quartz,Mil-Spec,Factory New, $ 11.24, 58
